num_clicks,num_sessions,avg_session_duration,avg_bags,flight_conversion_rate,hotel_conversion_rate,hotel_discount_usage,flight_discount_usage,last_session_date,days_since_last_session,age,gender,married,has_children,home_country,num_trips,num_flights,money_spent_hotel,time_after_booking,avg_km_flown,avg_nights_per_trip,booking_style,group_k_means,group_dbscan,assigned_perk,engagement_level,travel_type
372,8,1060.0,1.0,0.375,0.375,0.25,0.375,19495,790.0,47.0,0,0,1,0,1,2,908.0,5.0,2769.023502209093,2.0,1,8,5,Exclusive travel deal email,Low,Full Package
150,8,139.875,1.0,0.25,0.375,0.125,0.0,19464,821.0,51.0,1,1,0,0,3,4,2817.4,4.5,1103.3397331145231,5.666666666666667,1,5,4,Hotel room upgrade,Low,Full Package
363,8,1100.5,0.4,0.625,0.625,0.25,0.25,19479,806.0,54.0,1,0,0,0,3,6,2729.5,5.333333333333333,1762.6988648751237,2.3333333333333335,1,8,5,Exclusive travel deal email,Low,Full Package
150,8,140.125,0.6666666666666666,0.375,0.5,0.0,0.0,19544,741.0,29.0,1,0,0,0,4,6,3557.0,6.0,1735.3948305386518,4.0,1,3,0,Flight discount,Low,Full Package
127,8,116.625,0.5,0.5,0.375,0.25,0.125,19525,760.0,40.0,1,0,0,0,4,7,1775.9,7.0,1031.3342626371643,2.3333333333333335,1,6,0,Early booking discount,Low,Full Package
114,8,105.75,0.6666666666666666,0.375,0.25,0.375,0.375,19501,784.0,29.0,1,0,0,0,3,6,1598.8,6.333333333333333,1034.2054263870084,4.5,1,6,4,Early booking discount,Low,Full Package
106,8,99.625,0.0,0.25,0.25,0.0,0.0,19541,744.0,58.0,1,0,1,0,2,4,1269.0,6.0,458.28792317893686,1.5,1,0,6,Free hotel meal,Low,Full Package
148,9,121.55555555555556,1.0,0.3333333333333333,0.3333333333333333,0.0,0.1111111111111111,19491,793.0,56.0,1,0,0,1,3,6,5460.0,8.333333333333334,2683.3133990126726,2.3333333333333335,1,1,7,Free cancellation,High,Full Package
97,8,90.5,0.0,0.0,0.0,0.25,0.0,19502,783.0,65.0,1,1,1,0,0,0,0.0,0.0,0.0,0.0,1,0,3,Free hotel meal,Low,None
103,8,95.5,0.5,0.25,0.375,0.0,0.0,19513,771.0,45.0,1,1,0,0,3,4,4294.0,11.0,3664.18476954989,4.333333333333333,1,6,6,Early booking discount,Low,Full Package
116,8,108.125,0.0,0.125,0.125,0.0,0.25,19477,808.0,56.0,0,1,1,0,1,2,668.0,6.0,3752.6368494670937,4.0,1,5,2,Hotel room upgrade,Low,Full Package
91,8,84.375,0.3333333333333333,0.375,0.375,0.125,0.0,19546,739.0,29.0,1,0,0,0,3,6,1609.75,8.666666666666666,1743.0174548177235,5.333333333333333,1,6,6,Early booking discount,Low,Full Package
147,8,138.25,1.3333333333333333,0.375,0.375,0.125,0.0,19557,727.0,39.0,1,0,0,0,3,6,2766.5,7.333333333333333,2731.2414405854693,3.6666666666666665,1,6,6,Early booking discount,Low,Full Package
141,8,130.75,0.25,0.5,0.375,0.125,0.125,19501,784.0,49.0,1,1,0,0,4,8,1226.4,6.25,702.6298862098567,2.6666666666666665,1,3,0,Flight discount,Low,Full Package
196,9,611.9451931111112,2.0,0.2222222222222222,0.2222222222222222,0.1111111111111111,0.3333333333333333,19531,753.0,37.0,1,0,0,0,0,0,0.0,0.0,0.0,0.0,1,4,7,Loyalty points multiplier,High,Full Package
163,8,151.25,0.8333333333333334,0.75,0.875,0.125,0.0,19548,737.0,49.0,1,0,0,0,7,12,6636.0,6.5,2212.6660679462593,2.2857142857142856,1,3,0,Flight discount,Low,Full Package
132,8,123.25,0.3333333333333333,0.375,0.375,0.25,0.125,19554,731.0,38.0,1,1,1,0,4,6,5521.2,7.666666666666667,1870.1630658570618,4.0,1,6,0,Early booking discount,Low,Full Package
125,9,103.44444444444444,0.5,0.4444444444444444,0.4444444444444444,0.0,0.1111111111111111,19542,743.0,40.0,1,0,0,0,4,8,2341.0,7.0,2119.885764763517,3.5,1,3,0,Flight discount,Low,Full Package
102,8,94.875,0.0,0.125,0.25,0.0,0.25,19479,806.0,43.0,0,0,0,0,2,2,1015.0,5.0,2081.8223419224646,2.5,1,5,2,Hotel room upgrade,Low,Full Package
177,8,165.125,0.3333333333333333,0.375,0.25,0.25,0.375,19513,772.0,37.0,1,0,0,0,3,6,627.3,6.666666666666667,1754.660202922226,1.5,1,6,6,Early booking discount,Low,Full Package
73,8,67.625,0.0,0.0,0.0,0.0,0.25,19525,759.0,72.0,0,0,0,1,0,0,0.0,0.0,0.0,0.0,1,0,3,Free hotel meal,Low,None
274,8,969.0,1.0,0.25,0.25,0.125,0.25,19522,763.0,76.0,0,1,0,0,1,0,2360.0,0.0,0.0,8.0,0,8,5,Exclusive travel deal email,Low,Full Package
102,9,85.44444444444444,0.0,0.2222222222222222,0.2222222222222222,0.2222222222222222,0.1111111111111111,19518,767.0,41.0,1,0,0,1,2,3,1391.0,5.5,1203.2909624424356,3.5,1,1,7,Free cancellation,Low,Full Package
91,8,85.25,1.0,0.25,0.375,0.5,0.25,19451,834.0,39.0,1,1,0,1,3,4,6829.4,5.5,1223.7878875109188,10.0,1,5,4,Hotel room upgrade,Low,Full Package
139,8,131.125,0.6666666666666666,0.375,0.5,0.125,0.125,19520,765.0,41.0,1,0,1,0,4,6,836.0,5.666666666666667,1437.2959387337708,2.25,1,6,6,Early booking discount,Low,Full Package
130,8,121.25,0.75,0.5,0.5,0.125,0.0,19539,746.0,42.0,1,0,0,1,4,7,997.25,6.0,2306.763716401212,2.25,1,1,0,Free cancellation,Low,Full Package
247,9,203.44444444444446,0.0,0.0,0.0,0.0,0.2222222222222222,19521,764.0,18.0,1,0,1,0,0,0,0.0,0.0,0.0,0.0,1,4,3,Loyalty points multiplier,High,None
150,8,139.0,0.25,0.5,0.5,0.125,0.25,19492,792.0,43.0,1,0,0,0,4,8,1623.0,6.75,2459.6332075971973,1.75,1,3,0,Flight discount,Low,Full Package
166,9,137.33333333333334,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.4444444444444444,0.1111111111111111,19556,728.0,53.0,1,1,1,1,3,6,1146.2,6.0,2667.241100848836,2.3333333333333335,1,1,7,Free cancellation,High,Full Package
80,8,75.0,0.0,0.0,0.125,0.125,0.25,19509,776.0,19.0,1,0,1,0,1,0,774.0,0.0,0.0,9.0,0,2,1,Hotel discount,Low,Hotel Only
118,8,109.5,1.0,0.25,0.125,0.125,0.375,19459,826.0,43.0,1,1,1,1,2,4,212.0,6.5,2165.7292170450055,1.0,1,5,4,Hotel room upgrade,Low,Full Package
93,8,87.0,0.5,0.25,0.25,0.0,0.25,19445,840.0,46.0,0,0,0,0,2,4,838.0,9.0,2076.757844957705,1.5,1,5,4,Hotel room upgrade,Low,Full Package
139,8,128.0,0.5,0.25,0.25,0.375,0.125,19537,748.0,39.0,1,0,0,0,3,4,1157.0,10.5,2672.706590190638,6.5,1,6,6,Early booking discount,Low,Full Package
122,8,112.875,0.0,0.25,0.375,0.25,0.125,19502,782.0,33.0,1,1,1,0,3,4,4711.8,6.5,653.6583709966624,3.3333333333333335,1,5,6,Hotel room upgrade,Low,Full Package
296,8,989.25,0.3333333333333333,0.375,0.25,0.125,0.125,19514,771.0,44.0,1,1,0,0,1,2,300.0,5.0,1673.066962257089,2.0,1,8,5,Exclusive travel deal email,Low,Full Package
72,8,67.625,0.0,0.0,0.0,0.375,0.25,19461,824.0,20.0,1,0,0,0,0,0,0.0,0.0,0.0,0.0,1,4,3,Loyalty points multiplier,Low,None
96,8,89.125,1.0,0.25,0.375,0.5,0.125,19477,808.0,46.0,1,0,1,0,3,4,339.8,5.0,1246.109855402575,1.0,1,5,4,Hotel room upgrade,Low,Full Package
93,8,87.375,0.0,0.25,0.25,0.125,0.25,19544,741.0,43.0,1,0,0,0,2,4,268.0,5.5,2123.634990572722,2.0,1,6,6,Early booking discount,Low,Full Package
105,8,96.875,1.0,0.375,0.25,0.25,0.125,19496,789.0,45.0,0,0,1,0,3,6,1149.0,6.333333333333333,2174.1425773811443,6.0,1,5,2,Hotel room upgrade,Low,Full Package
119,8,110.625,0.5,0.25,0.375,0.125,0.125,19490,795.0,59.0,1,1,1,0,3,4,1785.6,6.5,1377.87797423605,5.333333333333333,1,5,4,Hotel room upgrade,Low,Full Package
118,9,97.55555555555556,0.0,0.1111111111111111,0.1111111111111111,0.1111111111111111,0.1111111111111111,19473,812.0,46.0,1,0,1,0,2,2,3952.0,3.0,1794.2520718639873,8.0,1,5,4,Hotel room upgrade,Low,Full Package
164,8,152.0,0.0,0.125,0.25,0.25,0.125,19500,784.0,33.0,1,1,0,0,2,2,2421.0,9.0,3769.843276388704,5.5,1,5,4,Hotel room upgrade,Low,Full Package
136,8,124.75,0.5,0.25,0.25,0.25,0.5,19451,833.0,45.0,1,0,0,0,2,4,59.0,6.5,2416.2187097581314,0.5,1,5,4,Hotel room upgrade,Low,Full Package
133,9,110.33333333333333,1.0,0.2222222222222222,0.3333333333333333,0.2222222222222222,0.2222222222222222,19545,740.0,54.0,1,1,0,0,3,4,1593.0,6.0,2461.1494948628333,3.0,1,6,7,Early booking discount,Low,Full Package
102,8,94.0,0.0,0.125,0.125,0.0,0.25,19478,807.0,46.0,1,1,0,0,1,2,624.0,9.0,1923.6997039051566,2.0,1,5,4,Hotel room upgrade,Low,Full Package
180,8,166.125,0.4,0.625,0.625,0.25,0.25,19504,781.0,42.0,1,0,1,0,5,10,3912.2,6.6,2075.535909908889,3.4,1,3,0,Flight discount,Low,Full Package
110,8,102.0,1.0,0.25,0.25,0.0,0.0,19494,791.0,32.0,1,0,0,0,2,4,582.0,8.5,2105.3036796351753,1.5,1,5,4,Hotel room upgrade,Low,Full Package
162,9,134.22222222222223,1.25,0.4444444444444444,0.3333333333333333,0.3333333333333333,0.1111111111111111,19531,753.0,36.0,1,0,0,0,4,8,1135.9,9.5,2873.1492939440977,4.0,1,6,7,Early booking discount,High,Full Package
201,8,292.40894825,1.25,0.5,0.375,0.25,0.375,19529,756.0,41.0,1,1,1,0,2,4,502.0,8.5,635.542055109135,1.5,1,6,6,Early booking discount,Low,Full Package
77,9,63.44444444444444,0.0,0.0,0.0,0.0,0.0,19445,840.0,19.0,1,0,0,0,0,0,0.0,0.0,0.0,0.0,1,4,3,Loyalty points multiplier,Low,None
371,9,943.5555555555555,1.0,0.2222222222222222,0.4444444444444444,0.1111111111111111,0.4444444444444444,19517,768.0,46.0,0,0,0,1,2,0,1547.0,0.0,0.0,5.0,0,8,5,Exclusive travel deal email,High,Full Package
69,8,63.75,0.0,0.0,0.125,0.125,0.0,19523,762.0,22.0,1,0,0,0,1,0,372.0,0.0,0.0,3.0,0,4,1,Loyalty points multiplier,Low,Hotel Only
93,8,87.375,1.0,0.125,0.25,0.25,0.125,19473,812.0,49.0,1,1,0,0,2,2,1572.0,9.0,2962.2122354267835,6.0,1,5,4,Hotel room upgrade,Low,Full Package
110,8,103.375,0.5,0.5,0.375,0.5,0.0,19526,759.0,49.0,0,1,0,0,4,8,5694.4,63.25,7377.199693900101,7.0,0,7,8,Free checked bag,Low,Full Package
139,8,128.875,0.0,0.0,0.125,0.0,0.0,19540,744.0,65.0,1,1,0,0,1,0,3696.0,0.0,0.0,22.0,0,2,1,Hotel discount,Low,Hotel Only
65,8,61.25,0.0,0.125,0.125,0.0,0.125,19539,746.0,38.0,1,0,1,0,1,2,336.0,6.0,2044.425955993675,8.0,1,4,3,Loyalty points multiplier,Low,Full Package
164,9,135.55555555555554,0.3333333333333333,0.3333333333333333,0.4444444444444444,0.2222222222222222,0.2222222222222222,19537,747.0,34.0,1,0,0,0,4,6,2652.0,7.666666666666667,2717.960545724695,6.75,1,6,7,Early booking discount,High,Full Package
149,8,138.125,0.75,0.5,0.375,0.25,0.25,19518,767.0,53.0,1,1,0,0,4,8,1961.2,7.0,3023.435342604506,4.0,1,3,0,Flight discount,Low,Full Package
175,8,161.875,0.5,0.5,0.5,0.125,0.125,19511,774.0,56.0,1,0,0,0,4,8,2107.5,8.75,2060.062801352873,2.25,1,3,0,Flight discount,Low,Full Package
248,9,205.88888888888889,0.5,0.2222222222222222,0.3333333333333333,0.1111111111111111,0.1111111111111111,19510,775.0,38.0,1,1,1,0,3,4,1983.0,7.5,2167.0140247161917,3.0,1,6,7,Early booking discount,High,Full Package
77,8,71.625,0.0,0.0,0.0,0.125,0.375,19492,793.0,21.0,1,0,0,0,0,0,0.0,0.0,0.0,0.0,1,4,3,Loyalty points multiplier,Low,None
207,8,192.75,0.6666666666666666,0.375,0.375,0.25,0.125,19493,792.0,49.0,1,0,0,0,3,6,1496.0,10.333333333333334,1248.4675095538612,2.0,1,5,4,Hotel room upgrade,Low,Full Package
149,9,122.77777777777777,0.6,0.5555555555555556,0.3333333333333333,0.0,0.2222222222222222,19536,748.0,37.0,1,0,0,0,6,10,3004.0,6.8,2432.02039906968,7.333333333333333,1,3,0,Flight discount,High,Full Package
216,9,177.44444444444446,0.4,0.5555555555555556,0.5555555555555556,0.0,0.2222222222222222,19523,762.0,47.0,1,0,0,1,5,10,1069.0,6.8,1148.727604568152,1.4,1,3,0,Flight discount,High,Full Package
111,8,102.5,0.5,0.25,0.125,0.0,0.125,19540,744.0,66.0,1,0,0,0,2,4,812.0,7.5,2845.973678448451,4.0,1,6,6,Early booking discount,Low,Full Package
186,8,172.125,1.0,0.5,0.625,0.0,0.0,19489,795.0,54.0,1,1,1,0,5,8,1302.0,5.25,2293.9286176410496,2.4,1,3,0,Flight discount,Low,Full Package
151,8,139.875,0.4,0.625,0.5,0.125,0.125,19540,744.0,45.0,1,0,0,0,5,10,1272.2,7.6,1728.9229984158912,1.75,1,3,0,Flight discount,Low,Full Package
130,8,120.625,1.25,0.5,0.375,0.25,0.0,19521,763.0,44.0,1,0,0,0,5,8,1079.6,6.5,1784.5384462452969,2.6666666666666665,1,3,0,Flight discount,Low,Full Package
123,8,116.0,0.3333333333333333,0.375,0.25,0.25,0.0,19554,731.0,48.0,1,1,1,0,4,6,556.8,11.0,977.4572942722276,2.0,1,6,6,Early booking discount,Low,Full Package
125,8,116.875,0.6666666666666666,0.375,0.375,0.375,0.125,19536,749.0,51.0,1,0,1,0,4,6,1801.65,5.666666666666667,1686.9801473505456,4.0,1,6,6,Early booking discount,Low,Full Package
167,8,155.75,0.0,0.0,0.25,0.0,0.0,19513,771.0,26.0,1,0,0,0,2,0,1756.0,0.0,0.0,4.5,0,2,1,Hotel discount,Low,Hotel Only
187,8,173.875,0.0,0.5,0.5,0.0,0.375,19531,754.0,45.0,0,0,0,0,5,8,1590.0,8.75,2028.0211138255381,2.25,1,3,2,Flight discount,Low,Full Package
142,8,130.625,0.0,0.75,0.75,0.125,0.5,19518,767.0,37.0,1,1,0,1,6,12,1726.2,7.333333333333333,903.3986945518545,2.1666666666666665,1,3,0,Flight discount,Low,Full Package
119,9,99.33333333333333,0.6666666666666666,0.3333333333333333,0.3333333333333333,0.0,0.1111111111111111,19505,779.0,33.0,1,0,0,0,3,6,523.0,8.0,1498.5193669043472,2.0,1,6,7,Early booking discount,Low,Full Package
238,9,492.9041212222222,1.0,0.3333333333333333,0.3333333333333333,0.1111111111111111,0.3333333333333333,19459,826.0,41.0,1,0,1,0,1,2,786.0,5.0,1174.113445520385,6.0,1,5,4,Hotel room upgrade,High,Full Package
111,9,92.55555555555556,0.6666666666666666,0.3333333333333333,0.3333333333333333,0.0,0.3333333333333333,19544,741.0,43.0,1,0,0,0,3,6,1098.0,11.333333333333334,1770.3233106507807,4.333333333333333,1,6,7,Early booking discount,Low,Full Package
141,10,104.9,0.0,0.0,0.0,0.2,0.3,19546,739.0,18.0,1,0,1,0,0,0,0.0,0.0,0.0,0.0,1,4,3,Loyalty points multiplier,Low,None
92,9,75.22222222222223,0.0,0.1111111111111111,0.1111111111111111,0.0,0.1111111111111111,19524,760.0,46.0,1,0,1,1,1,2,188.0,5.0,3381.458658299352,1.0,1,4,3,Loyalty points multiplier,Low,Full Package
145,8,135.25,0.0,0.0,0.125,0.125,0.25,19551,734.0,31.0,1,0,0,0,1,0,2480.0,0.0,0.0,8.0,0,2,1,Hotel discount,Low,Hotel Only
137,8,126.625,0.0,0.25,0.25,0.0,0.0,19537,747.0,51.0,1,0,1,0,2,4,5970.0,7.0,2110.0400493676566,5.0,1,6,6,Early booking discount,Low,Full Package
85,8,79.25,2.0,0.375,0.375,0.0,0.0,19555,730.0,56.0,1,1,1,1,3,6,3586.0,6.0,1543.771156226024,3.6666666666666665,1,1,6,Free cancellation,Low,Full Package
154,8,144.375,0.6666666666666666,0.375,0.375,0.25,0.0,19505,779.0,35.0,1,1,0,0,3,6,2804.0,6.666666666666667,1195.4800645017683,2.3333333333333335,1,6,6,Early booking discount,Low,Full Package
97,8,89.875,0.5,0.25,0.25,0.375,0.0,19437,848.0,40.0,1,1,1,0,2,4,652.8,6.0,864.4968035223428,1.5,1,5,4,Hotel room upgrade,Low,Full Package
72,8,67.625,1.0,0.125,0.25,0.375,0.125,19541,744.0,22.0,1,0,0,0,2,2,1656.0,6.0,3548.457430522216,7.0,1,6,6,Early booking discount,Low,Full Package
161,8,150.75,0.75,0.5,0.375,0.0,0.125,19550,735.0,39.0,0,0,0,0,4,7,1042.0,69.0,4402.262490330391,3.6666666666666665,0,7,2,Free checked bag,Low,Full Package
119,8,110.125,0.5,0.5,0.75,0.0,0.25,19498,786.0,40.0,1,0,0,0,6,8,6016.0,6.75,894.7721744038955,6.333333333333333,1,3,0,Flight discount,Low,Full Package
97,8,90.75,0.0,0.0,0.0,0.25,0.375,19468,817.0,41.0,1,1,1,0,0,0,0.0,0.0,0.0,0.0,1,5,3,Hotel room upgrade,Low,None
170,8,158.75,0.5,0.25,0.25,0.0,0.375,19480,805.0,54.0,1,1,1,0,2,4,1094.0,6.5,1752.3762991381411,3.5,1,5,4,Hotel room upgrade,Low,Full Package
64,8,60.125,0.5,0.25,0.25,0.0,0.25,19473,811.0,49.0,1,1,0,1,2,4,322.0,8.0,2146.106563526887,2.0,1,5,4,Hotel room upgrade,Low,Full Package
173,9,142.55555555555554,0.75,0.4444444444444444,0.5555555555555556,0.1111111111111111,0.1111111111111111,19520,765.0,52.0,1,1,0,0,5,8,8691.0,6.5,2344.879151464,3.2,1,3,0,Flight discount,High,Full Package
364,8,688.85333,0.4,0.625,0.625,0.25,0.125,19537,748.0,57.0,0,1,0,0,3,4,1641.0,5.666666666666667,2467.7626291308143,1.3333333333333333,1,8,5,Exclusive travel deal email,Low,Full Package
126,8,117.625,1.0,0.25,0.25,0.125,0.125,19451,834.0,39.0,1,0,0,0,2,4,367.0,9.0,3468.0251954984196,2.0,1,5,4,Hotel room upgrade,Low,Full Package
124,8,117.5,0.0,0.5,0.5,0.125,0.25,19496,788.0,44.0,0,0,0,0,4,6,560.0,5.25,1372.210652709805,1.25,1,5,2,Hotel room upgrade,Low,Full Package
140,8,131.125,0.25,0.5,0.5,0.0,0.0,19557,727.0,56.0,1,1,0,0,5,8,2399.0,6.25,2152.6844515407242,3.0,1,3,0,Flight discount,Low,Full Package
198,8,183.375,0.6,0.625,0.5,0.125,0.0,19554,730.0,39.0,0,0,0,0,5,10,2066.0,8.4,1311.391806919271,3.0,1,3,0,Flight discount,Low,Full Package
147,9,122.11111111111111,0.5,0.6666666666666666,0.3333333333333333,0.0,0.1111111111111111,19539,745.0,41.0,1,0,0,0,6,12,1203.0,5.166666666666667,1947.0470943360258,1.6666666666666667,1,3,0,Flight discount,High,Full Package
60,8,56.25,0.0,0.0,0.0,0.125,0.375,19526,758.0,25.0,1,0,0,0,0,0,0.0,0.0,0.0,0.0,1,4,3,Loyalty points multiplier,Low,None
135,8,124.875,0.6666666666666666,0.375,0.5,0.125,0.0,19484,800.0,36.0,1,0,0,1,4,6,2232.0,7.333333333333333,2175.0581719234174,3.25,1,1,4,Free cancellation,Low,Full Package
157,8,147.5,0.6666666666666666,0.375,0.375,0.5,0.125,19499,786.0,56.0,1,0,0,1,3,4,364.35,6.666666666666667,1859.7137662549455,1.0,1,1,4,Free cancellation,Low,Full Package
274,9,225.44444444444446,0.25,0.4444444444444444,0.3333333333333333,0.1111111111111111,0.2222222222222222,19531,753.0,45.0,1,0,0,0,4,8,693.55,6.5,1181.8654692456114,1.3333333333333333,1,3,7,Flight discount,High,Full Package
147,8,135.625,0.2,0.625,0.625,0.0,0.125,19557,728.0,57.0,1,1,0,0,5,10,1445.0,7.0,1719.9590063339062,2.4,1,3,0,Flight discount,Low,Full Package
75,8,69.5,0.0,0.125,0.0,0.125,0.125,19555,730.0,26.0,1,1,0,0,1,2,0.0,5.0,1229.2178039528535,0.0,1,4,3,Loyalty points multiplier,Low,Flight Only
101,8,95.75,0.0,0.125,0.125,0.0,0.25,19540,745.0,65.0,1,1,1,1,1,2,462.0,8.0,3164.313881049507,3.0,1,0,6,Free hotel meal,Low,Full Package
124,8,115.125,0.0,0.25,0.25,0.125,0.125,19547,738.0,33.0,1,0,1,0,2,4,397.4,7.5,3095.3742604969657,2.0,1,6,6,Early booking discount,Low,Full Package
200,8,185.25,0.25,0.5,0.5,0.0,0.0,19521,763.0,39.0,1,0,0,0,4,7,1724.0,6.5,936.9089722679275,3.5,1,3,0,Flight discount,Low,Full Package
153,8,141.125,0.4,0.625,0.375,0.0,0.125,19539,746.0,48.0,1,1,0,0,5,10,566.0,6.4,1424.0115659096678,1.6666666666666667,1,3,0,Flight discount,Low,Full Package
149,8,139.25,1.0,0.125,0.375,0.125,0.25,19502,783.0,18.0,1,0,0,0,3,2,9131.0,9.0,3601.5884755092156,9.333333333333334,1,2,1,Hotel discount,Low,Full Package
116,8,107.875,0.0,0.125,0.0,0.125,0.25,19429,856.0,31.0,1,1,1,0,1,2,0.0,7.0,2481.2530638811595,0.0,1,5,4,Hotel room upgrade,Low,Flight Only
141,11,95.54545454545455,0.6666666666666666,0.2727272727272727,0.36363636363636365,0.09090909090909091,0.09090909090909091,19528,757.0,54.0,1,1,1,0,4,6,5167.8,7.666666666666667,1955.2510775062794,3.75,1,6,7,Early booking discount,Low,Full Package
135,9,110.33333333333333,0.5,0.2222222222222222,0.3333333333333333,0.1111111111111111,0.1111111111111111,19523,762.0,44.0,1,0,0,1,3,3,3192.0,7.0,2308.3868256564992,3.6666666666666665,1,1,7,Free cancellation,Low,Full Package
150,8,139.0,0.5,0.5,0.5,0.0,0.0,19542,743.0,41.0,0,0,0,0,4,7,3221.0,7.75,2294.8631339548747,6.0,1,3,2,Flight discount,Low,Full Package
170,8,158.75,0.25,0.5,0.5,0.125,0.125,19536,749.0,53.0,1,0,0,0,4,7,942.0,10.25,2486.080290219953,2.25,1,3,0,Flight discount,Low,Full Package
102,8,96.625,1.0,0.375,0.375,0.0,0.125,19444,840.0,35.0,1,0,1,0,3,6,644.0,5.333333333333333,1901.4980815402612,2.3333333333333335,1,5,4,Hotel room upgrade,Low,Full Package
166,8,153.875,0.42857142857142855,0.875,0.75,0.0,0.0,19557,728.0,54.0,1,0,0,0,7,14,1232.0,6.571428571428571,3021.6290324402075,2.3333333333333335,1,3,0,Flight discount,Low,Full Package
140,8,131.375,1.0,0.5,0.25,0.0,0.125,19553,732.0,42.0,1,1,0,0,4,8,393.0,6.5,1404.5398957595307,2.0,1,6,6,Early booking discount,Low,Full Package
114,8,104.75,1.0,0.375,0.25,0.25,0.375,19548,737.0,45.0,1,0,0,0,4,6,1107.0,7.0,1765.4609134403927,2.0,1,6,6,Early booking discount,Low,Full Package
127,8,118.0,0.2,0.625,0.625,0.125,0.125,19545,740.0,42.0,1,1,0,0,5,10,7283.6,9.2,2920.393216853165,3.2,1,3,0,Flight discount,Low,Full Package
196,8,179.875,0.0,0.5,0.375,0.25,0.125,19443,842.0,39.0,1,1,1,1,4,8,736.5,6.5,2070.6436558015816,2.0,1,5,4,Hotel room upgrade,Low,Full Package
128,8,120.25,0.0,0.25,0.375,0.125,0.125,19509,776.0,37.0,1,0,0,0,3,4,601.5,4.5,1357.3040167231227,2.0,1,6,6,Early booking discount,Low,Full Package
54,8,50.75,0.5,0.25,0.125,0.25,0.0,19525,759.0,48.0,1,0,0,0,2,4,405.0,6.0,998.484134116607,3.0,1,6,6,Early booking discount,Low,Full Package
172,8,160.0,0.6666666666666666,0.375,0.375,0.0,0.375,19546,739.0,40.0,0,0,0,0,3,6,1303.0,8.0,2667.8598653132335,2.6666666666666665,1,6,2,Early booking discount,Low,Full Package
85,8,78.375,0.5,0.25,0.375,0.0,0.25,19492,792.0,38.0,1,1,0,0,3,4,5229.0,5.5,1945.695981353854,8.333333333333334,1,5,4,Hotel room upgrade,Low,Full Package
92,9,76.44444444444444,0.0,0.1111111111111111,0.4444444444444444,0.1111111111111111,0.1111111111111111,19557,728.0,33.0,1,0,0,0,4,2,4673.1,4.0,2285.86937866447,6.75,1,6,7,Early booking discount,Low,Full Package
121,8,112.125,1.25,0.5,0.625,0.125,0.125,19547,737.0,65.0,1,1,0,0,5,8,7205.0,9.0,2244.1154634905706,8.0,1,3,0,Flight discount,Low,Full Package
145,8,135.625,1.0,0.25,0.125,0.125,0.5,19501,783.0,35.0,1,0,1,0,2,4,0.0,7.5,1828.7158519505151,0.0,1,5,4,Hotel room upgrade,Low,Full Package
374,8,1061.5,1.0,0.25,0.25,0.375,0.25,19542,743.0,19.0,1,0,0,0,0,0,0.0,0.0,0.0,0.0,1,8,5,Exclusive travel deal email,Low,Full Package
107,8,99.625,0.5,0.5,0.25,0.0,0.125,19502,782.0,47.0,1,1,1,1,4,8,1331.0,5.75,2268.53920673776,2.0,1,1,6,Free cancellation,Low,Full Package
119,8,110.75,0.0,0.25,0.25,0.125,0.375,19534,751.0,26.0,1,0,0,0,3,4,2783.0,116.5,2705.3444294412056,8.5,0,7,8,Free checked bag,Low,Full Package
159,9,131.88888888888889,0.0,0.1111111111111111,0.2222222222222222,0.2222222222222222,0.2222222222222222,19530,755.0,18.0,1,0,0,1,3,1,1529.8,168.0,7819.1420652963525,6.0,0,7,8,Free checked bag,High,Full Package
159,8,148.25,0.5,0.5,0.625,0.0,0.25,19526,758.0,37.0,1,0,0,0,5,8,7604.0,6.75,3232.0922790378972,4.4,1,3,0,Flight discount,Low,Full Package
148,8,136.25,0.5,0.25,0.375,0.0,0.125,19543,742.0,59.0,1,0,0,0,3,4,1286.0,4.5,3004.7080377734183,2.0,1,6,6,Early booking discount,Low,Full Package
112,8,103.625,0.6666666666666666,0.375,0.25,0.0,0.125,19508,777.0,35.0,1,1,0,0,3,6,503.0,5.666666666666667,2606.8381048743113,1.5,1,6,6,Early booking discount,Low,Full Package
161,8,150.5,0.5,0.5,0.375,0.0,0.0,19544,741.0,42.0,1,0,0,0,4,8,2109.0,7.25,2187.073043305504,5.0,1,3,0,Flight discount,Low,Full Package
95,8,87.875,1.0,0.125,0.125,0.125,0.375,19496,789.0,29.0,1,0,0,0,1,2,175.5,10.0,129.62257755633277,1.0,1,4,3,Loyalty points multiplier,Low,Full Package
199,10,148.1,1.0,0.2,0.2,0.3,0.1,19545,740.0,59.0,1,1,0,0,2,4,1011.6,5.5,2855.203252761562,4.0,1,0,7,Free hotel meal,High,Full Package
146,8,135.125,0.3333333333333333,0.375,0.375,0.125,0.125,19537,748.0,42.0,1,1,0,0,3,6,3173.0,6.666666666666667,1316.468507651028,5.333333333333333,1,6,6,Early booking discount,Low,Full Package
98,8,91.5,0.0,0.375,0.375,0.125,0.25,19438,847.0,39.0,1,0,0,0,3,6,2161.0,7.333333333333333,1241.559691331194,4.0,1,5,4,Hotel room upgrade,Low,Full Package
